Field1,Field2,Field3
6-58-04-01/2-0010,เครือข่ายวิสาหกิจชุมชนบุกและเกษตรอินทรีย์แม่ฮ่องสอน,"
                                        40/2  หมู่ 6  ต.บ้านกาศ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0882634158 
                                    "
6-58-04-01/2-0011,เครือข่ายวิสาหกิจชุมชนเกษตรปลอดภัยและพืชสมุนไพรจังหวัดแม่ฮ่องสอน,"
                                        65/2  หมู่ 6  ต.บ้านกาศ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-02/1-0001,วิสาหกิจชุมชนกระเทียมเจียวจอมแจ้ง,"
                                        113/6  หมู่ 1  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053681873 
                                    "
6-58-04-02/1-0003,วิสาหกิจชุมชนน้ำพริกกุ้งสายน้ำผึ้ง,"
                                        174  หมู่ 3  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053681274 
                                    "
6-58-04-02/1-0006,วิสาหกิจชุมชนกลุ่มนวดพนาไม้,"
                                        328/2  หมู่ 1  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053682284 
                                    "
6-58-04-02/1-0008,วิสาหกิจชุมชนผลิตดอกไม้จันทร์บ้านทุ่งพร้าว,"
                                        199  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053681209 
                                    "
6-58-04-02/1-0029,วิสาหกิจชุมชนกลุ่มกระเทียมเจียวบ้านไร่,"
                                        26/9  หมู่ 5  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0857206417 
                                    "
6-58-04-02/1-0030,วิสาหกิจชุมชนผ้าทอหนองผักหนาม,"
                                        106/4  หมู่ 7  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0979485079 
                                    "
6-58-04-02/1-0031,วิสาหกิจชุมชนผู้ปลูกบุกและแปรรูปบ้านไร่,"
                                        93/2  หมู่ 5  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-02/1-0032,วิสาหกิจชุมชนกลุ่มน้ำดื่มชุมชนบ้านทุ่งพร้าว,"
                                        150/3  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-02/1-0033,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกบ้านหนองผักหนาม,"
                                        30  หมู่ 7  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0979471839 
                                    "
6-58-04-02/1-0035,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตอินทรีย์ทางการเกษตรแม่สะเรียง,"
                                        287  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0848033978 
                                    "
6-58-04-02/1-0036,วิสาหกิจชุมชนกลุ่มปลูกบุกบ้านป่ากล้วย,"
                                        26/1  หมู่ 8  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0843361084 
                                    "
6-58-04-02/1-0037,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตทางการเกษตรครบวงจรบ้านป่ากล้วย,"
                                        1/16  หมู่ 8  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0954454234 
                                    "
6-58-04-02/1-0038,วิสาหกิจชุมชนกลุ่มอนุรักษ์ไก่ชนพื้นบ้านทุ่งพร้าว,"
                                        280  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-02/1-0039,วิสาหกิจชุมชนกลุ่มลำเหมืองทุ่งพร้าว-หนองอีตอง,"
                                        226  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0909387629 
                                    "
6-58-04-02/1-0040,วิสาหกิจชุมชนกลุ่มปลูกและแปรรูปสมุนไพรบ้านทุ่งพร้าว,"
                                        137  หมู่ 4  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0861875897 
                                    "
6-58-04-02/1-0041,วิสาหกิจชุมชนกลุ่มจัดแต่งดอกไม้ประดิษฐ์บ้านจอมแจ้ง,"
                                        121/3  หมู่ 1  ต.แม่สะเรียง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0927585095 
                                    "
6-58-04-03/1-0001,วิสาหกิจชุมชนน้ำพริกกุ้งป้ามาลา,"
                                        21  หมู่ 10  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053681767 
                                    "
6-58-04-03/1-0002,วิสาหกิจชุมชนกลุ่มดอกไม้ประดิษฐ์เอื้องผึ้ง,"
                                        39  หมู่ 10  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053621489 
                                    "
6-58-04-03/1-0003,วิสาหกิจชุมชนกลุ่มไม้ไผ่บ้านทุ่งแล้ง,"
                                        98  หมู่ 1  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0848056560 
                                    "
6-58-04-03/1-0024,วิสาหกิจชุมชนกลุ่มผลิตภัณฑ์จากสมุนไพรบ้านทุ่งแล้ง,"
                                        13/1  หมู่ 1  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0916260313 
                                    "
6-58-04-03/1-0026,วิสาหกิจชุมชนกลุ่มปลูกบุกบ้านห้วยห้อม,"
                                        46/6  หมู่ 2  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0980029725 
                                    "
6-58-04-03/1-0028,วิสาหกิจชุมชนกลุ่มผลิตบุกบ้านแม่ก๋อน,"
                                        16/3  หมู่ 5  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0654350116 
                                    "
6-58-04-03/1-0029,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกบ้านห้วยกองแป,"
                                        21/2  หมู่ 3  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0979565102 
                                    "
6-58-04-03/1-0030,วิสาหกิจชุมชนกลุ่มปลูกบุกและพืชสมุนไพรบ้านห้วยแห้ง,"
                                        12/1  หมู่ 11  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-03/1-0031,วิสาหกิจชุมชนแม่ฮ่องสอนคอนยัค,"
                                        330/2  หมู่ 1  ต.แม่คง  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0809788038 
                                    "
6-58-04-04/1-0003,วิสาหกิจชุมชนกลุ่มผู้ปลูกกาแฟบ้านแม่เหาะ,"
                                        24/1  หมู่ 4  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0843639443 
                                    "
6-58-04-04/1-0014,วิสาหกิจชุมชนเกษตรผสมผสานบ้านแม่เหาะกลาง,"
                                        29  หมู่ 10  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-04/1-0018,วิสาหกิจชุมชนวิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านห้วยเสือ,"
                                        47/5  หมู่ 3  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0964917910 
                                    "
6-58-04-04/1-0021,วิสาหกิจชุมชนกลุ่มสร้างป่าสร้างรายได้บ้านป่ากล้วย,"
                                        52/5  หมู่ 3  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-04/1-0022,วิสาหกิจชุมชนเกษตรปลอดภัยบ้านแม่เหาะ,"
                                        20/27  หมู่ 4  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0823873199 
                                    "
6-58-04-04/1-0024,วิสาหกิจชุมชนกลุ่มสุรากลั่นชุมชนบ้านสุดห้วยนา,"
                                        40  หมู่ 2  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0645980672 
                                    "
6-58-04-04/1-0026,วิสาหกิจชุมชนกลุ่มปลูกและค้าบุกบ้านห้วยหมากหนัง,"
                                        37/3  หมู่ 8  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0893474851 
                                    "
6-58-04-04/1-0027,วิสาหกิจชุมชนกลุ่มแปรรูปกาแฟบ้านขนุน,"
                                        64/1  หมู่ 3  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-04/1-0028,วิสาหกิจชุมชนกลุ่มท่องเที่ยวโดยชุมชนแม่เหาะ,"
                                        126/4  หมู่ 4  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-04/1-0029,วิสาหกิจชุมชนโครงการสร้างป่าสร้างรายได้ ตามพระราชดำริสมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯสยามบรมราชกุมารีอำเภอแม่สะเรียง พื้นที่ 1 /กลุ่มแปลงใหญ่กาแฟบ้านแม่เหาะ,"
                                        159  หมู่ 4  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0992425395 
                                    "
6-58-04-04/1-0030,วิสาหกิจชุมชนโครงการสร้างป่าสร้างรายได้ ตามพระราชดำริสมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี อำเภอแม่สะเรียง พื้นที่ 1 กลุ่มแปลงใหญ่กาแฟบ้านแม่ลิดป่าแก่,"
                                        3/6  หมู่ 1  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0932240689 
                                    "
6-58-04-04/1-0031,วิสาหกิจชุมชนผลิตพืชเมืองหนาวครบวงจรตำบลแม่เหาะ,"
                                        126  หมู่ 4  ต.แม่เหาะ  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0871848070 
                                    "
6-58-04-05/1-0003,วิสาหกิจชุมชนกลุ่มทอผ้าบ้านคะปวง,"
                                        92  หมู่ 8  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053621273 
                                    "
6-58-04-05/1-0004,วิสาหกิจชุมชนกลุ่มข้าวซ้อมมือบ้านห้วยวอก,"
                                        35  หมู่ 2  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053642402 
                                    "
6-58-04-05/1-0005,วิสาหกิจชุมชนกลุ่มสุราห้วยสิงห์,"
                                        19/2  หมู่ 4  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-05/1-0006,วิสาหกิจชุมชนกลุ่มสุราพื้นบ้านแม่ยวม,"
                                        83  หมู่ 4  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053687198 
                                    "
6-58-04-05/1-0012,วิสาหกิจชุมชนรื่นรมย์สุราลัย,"
                                        7  หมู่ 11  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0857165876 
                                    "
6-58-04-05/1-0022,วิสาหกิจชุมชนแม่บ้านสายใยรักแห่งครอบครัวบ้านห้วยสิงห์,"
                                        35/1  หมู่ 4  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0801252101 
                                    "
6-58-04-05/1-0033,วิสาหกิจชุมชนกลุ่มสุรากลั่นชุมชนน้ำทิพย์แม่ยวม,"
                                        28/3  หมู่ 4  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0843650804 
                                    "
6-58-04-05/1-0034,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกบ้านท่าตาฝั่ง,"
                                        11/1  หมู่ 7  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0622686735 
                                    "
6-58-04-05/1-0035,"วิสาหกิจชุมชนกลุ่มปลูกและแปรรูปบุก,เกษตรอินทรีย์บ้านทุ่งแพม","
                                        222/1  หมู่ 3  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 053685998 
                                    "
6-58-04-05/1-0036,วิสาหกิจชุมชนกลุ่มจักสานบ้านแม่กองคา,"
                                        16/1  หมู่ 10  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0812898243 
                                    "
6-58-04-05/1-0041,วิสาหกิจชุมชนกลุ่มผู้ปลูกกระเทียมบ้านคะปวง,"
                                        7/1  หมู่ 8  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0810316520 
                                    "
6-58-04-05/1-0042,วิสาหกิจชุมชนปลูกบุกเพื่อพัฒนาชีวิตของบ้านแม่กองคา,"
                                        26/4  หมู่ 10  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0844810102 
                                    "
6-58-04-05/1-0043,วิสาหกิจชุมชนกลุุ่มเกษตรพัฒนาบ้านจอมกิตติ,"
                                        119  หมู่ 13  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0932526636 
                                    "
6-58-04-05/1-0044,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้ผลิตสมุนไพรและบุกบ้านห้วยสิงห์,"
                                        119  หมู่ 4  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-05/1-0045,วิสาหกิจชุมชนกลุ่มแปรรูปอาหารบ้านทุ่งแพม,"
                                        55/1  หมู่ 3  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-05/1-0046,วิสาหกิจชุมชนกลุ่มแปลงใหญ่กระเทียมตำบลแม่ยวม,"
                                        7/1  หมู่ 8  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-05/1-0047,วิสาหกิจชุมชนกลุ่มเกษตรผสมผสานตำบลแม่ยวม,"
                                        160/2  หมู่ 3  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-05/1-0048,วิสาหกิจชุมชนกลุ่มส่งเสริมอาชีพสตรีบ้านห้วยวอก,"
                                        55/1  หมู่ 2  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0816280780 
                                    "
6-58-04-05/1-0049,วิสาหกิจชุมชนไร่เตียวตามป้อเกษตรปลอดภัยบ้านทุ่งแพม,"
                                        111/3  หมู่ 3  ต.แม่ยวม  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0849619125 
                                    "
6-58-04-06/1-0015,วิสาหกิจชุมชนกลุ่มปลูกบุกเพื่อจำหน่ายบ้านแม่เหลอ,"
                                        51/1  หมู่ 2  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-06/1-0016,วิสาหกิจชุมชนกลุ่มปลูกบุกเพื่อจำหน่ายบ้านแม่เจ,"
                                        32/7  หมู่ 4  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0988192100 
                                    "
6-58-04-06/1-0017,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกและพืชสมุนไพรบ้านเลอะวาเด,"
                                        35/4  หมู่ 4  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0979838689 
                                    "
6-58-04-06/1-0018,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกบ้านสล่าเชียงตอง,"
                                        4/1  หมู่ 6  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-06/1-0019,วิสาหกิจชุมชนกลุ่มปลูกบุกเพื่อจำหน่ายบ้านโพซอ,"
                                        15  หมู่ 5  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-06/1-0020,วิสาหกิจชุมชนกลุ่มปลูกบุกและแปรรูปพืชเกษตรบ้านโพซอ,"
                                        58  หมู่ 5  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0625053917 
                                    "
6-58-04-06/1-0022,วิสาหกิจชุมชนกลุ่มผู้ปลูกพืชผักสมุนไพรผลไม้อินทรีย์ครบวงจรบ้านแม่เหลอ,"
                                        54/4  หมู่ 2  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0613484316 
                                    "
6-58-04-06/1-0023,วิสาหกิจชุมชนกลุ่มเลี้ยงสุกรบ้านเสาหิน,"
                                        84  หมู่ 1  ต.เสาหิน  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-08/1-0012,วิสาหกิจชุมชนผู้ปลูกกาแฟบ้านห้วยฮากไม้ใต้,"
                                        11/3  หมู่ 7  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0844836094 
                                    "
6-58-04-08/1-0015,วิสาหกิจชุมชนกลุ่มสร้างป่าสร้างรายได้บ้านแม่อุมลองน้อย,"
                                        30/7  หมู่ 2  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-08/1-0016,วิสาหกิจชุมชนกลุ่มสร้างป่าสร้างรายได้บ้านแม่อุมลองหลวง,"
                                        13/7  หมู่ 1  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-08/1-0017,วิสาหกิจชุมชนกลุ่มผู้ปลูกกาแฟบ้านโก๊ะไม้หลู่,"
                                        73/2  หมู่ 7  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0833018316 
                                    "
6-58-04-08/1-0018,วิสาหกิจชุมชนปลูกผักไม้ผลอินทรีย์บ้านป่าแป๋,"
                                        57  หมู่ 3  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0871727516 
                                    "
6-58-04-08/1-0020,วิสาหกิจชุมชนกลุ่มสร้างป่าสร้างรายได้บ้านโก๊ะไม้หลู่,"
                                        5/1  หมู่ 7  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-08/1-0021,วิสาหกิจชุมชนกลุ่มสร้างป่าสร้างรายได้บ้านช่างหม้อ,"
                                        9/4  หมู่ 4  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-04-08/1-0025,วิสาหกิจชุมชนปลูกผักไม้ผลและสมุนไพรอินทรีย์บ้านห้วยฮากไม้เหนือ,"
                                        28  หมู่ 8  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0887553729 
                                    "
6-58-04-08/1-0027,วิสาหกิจชุมชนกลุ่มโฮมสเตย์ฮากไม้ใต้,"
                                        51  หมู่ 7  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 093132946 
                                    "
6-58-04-08/1-0029,วิสาหกิจชุมชนโครงการสร้างป่าสร้างรายได้ตามพระราชดำริสมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯสยามบรมราชกุมารี อำเภอแม่สะเรียง/โครงการหลวงแม่สะเรียง กรมป่าไม้ กลุ่มแปลงใหญ่อะโวคาโด้บ้านฮากไม้ใต้,"
                                           หมู่ 7  ต.ป่าแป๋  อ.แม่สะเรียง  จ.แม่ฮ่องสอน โทรศัพท์ 0631516393 
                                    "
