Field1,Field2,Field3
6-58-01-02/1-0024,วิสาหกิจชุมชนกลุ่มวิสาหกิจชุมชนผู้ผลิต ผลิตผลทางการเกษตร,"
                                        96  หมู่ 5  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871844426 
                                    "
6-58-01-02/1-0025,วิสาหกิจชุมชนวิสาหกิจชุมชนกลุ่มปลูกพืชเศรษฐกิจบ้านแก่นฟ้า,"
                                        14  หมู่ 2  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0835798318 
                                    "
6-58-01-02/1-0026,วิสาหกิจชุมชนวิสาหกิจชุมชนกลุ่มพริกกะเหรี่ยงบ้านป่าลาน,"
                                        53/4  หมู่ 3  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-02/1-0027,วิสาหกิจชุมชนกลุ่มสตรีทอผ้าบ้านห้วยหมาก-ลาง,"
                                        123/1  หมู่ 4  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0904720398 
                                    "
6-58-01-02/1-0029,วิสาหกิจชุมชนกลุ่มแปรรูปสินค้าเกษตรบ้านห้วยโป่ง,"
                                        39/1  หมู่ 1  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871884248 
                                    "
6-58-01-02/1-0030,วิสาหกิจชุมชนกลุ่มแปรรูปกระเทียมหมู่ 5 ,"
                                        98/1  หมู่ 5  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0835732775 
                                    "
6-58-01-02/1-0031,วิสาหกิจชุมชนกาแฟห้วยหวาย,"
                                        115  หมู่ 14  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-02/1-0033,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์ทุ่งมะขามป้อม ม.15,"
                                        36  หมู่ 15  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0801330735 
                                    "
6-58-01-02/1-0035,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์บ้านใหม่ห้วยหวาย,"
                                        112/1  หมู่ 14  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0821838342 
                                    "
6-58-01-02/1-0037,วิสาหกิจชุมชนทอผ้าแบวาห้วยช่างคำ,"
                                        34/3  หมู่ 8  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0801252110 
                                    "
6-58-01-02/1-0038,วิสาหกิจชุมชนส้มอินทรีย์บ้านห้วยโป่ง,"
                                        113/1  หมู่ 1  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0637153292 
                                    "
6-58-01-02/1-0039,วิสาหกิจชุมชนป่าลานรวบรวมผลผลิตทางการเกษตร,"
                                        108  หมู่ 3  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0898515946 
                                    "
6-58-01-02/1-0040,วิสาหกิจชุมชนส้มสายน้ำผึ้งบ้านกลาง,"
                                        8/1  หมู่ 7  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-02/1-0041,วิสาหกิจชุมชนปลูกป่าสร้างรายได้บ้านห้วยโป่ง,"
                                        114/4  หมู่ 1  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0939343335 
                                    "
6-58-01-02/1-0042,วิสาหกิจชุมชนเกษตรกรผู้ปลูกส้มตำบลห้วยโป่ง,"
                                        98/1  หมู่ 5  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0910740959 
                                    "
6-58-01-02/1-0043,วิสาหกิจชุมชนปลูกป่าสร้างรายได้บ้านไม้ฮุง,"
                                        9  หมู่ 5  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0830716673 
                                    "
6-58-01-02/1-0044,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้ปลูกกระเทียมและรวบรวมกระเทียมแห้ง,"
                                        5  หมู่ 5  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0649021076 
                                    "
6-58-01-02/1-0045,วิสาหกิจชุมชนกลุ่มพัฒนาสตรีแปรรูปผลไม้,"
                                        204  หมู่ 1  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-02/1-0046,วิสาหกิจชุมชนพะนอคีเลี้ยงโคกระบือ,"
                                        88  หมู่ 9  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0852452108 
                                    "
6-58-01-02/1-0047,วิสาหกิจชุมชนห้วยหมากลาง,"
                                        44/1  หมู่ 4  ต.ห้วยโป่ง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0612589957 
                                    "
6-58-01-03/1-0007,วิสาหกิจชุมชนกลุ่มทอผ้าย้อมสีธรรมชาติ\\,"
                                        64  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053686188 
                                    "
6-58-01-03/1-0010,วิสาหกิจชุมชนแม่บ้านเกษตรกรม่อนตะแลง,"
                                        4  หมู่ 11  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053613101 
                                    "
6-58-01-03/1-0015,วิสาหกิจชุมชนสมุนไพรเพื่อสุขภาพและโภชนาการ,"
                                        104  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053686021 
                                    "
6-58-01-03/1-0017,วิสาหกิจชุมชนกลุ่มสุรากลั่นชุมชนพระอาทิตย์,"
                                        31  หมู่ 4  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053686100 
                                    "
6-58-01-03/1-0018,วิสาหกิจชุมชนพนาไพรการสุรา,"
                                        91/1  หมู่ 8  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-03/1-0022,วิสาหกิจชุมชนกลุ่มสุรากลั่นชุมชนเจริญรุ่งเรือง,"
                                        80  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-03/1-0026,วิสาหกิจชุมชนผาบ่องการสุรา,"
                                        4  หมู่ 12  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-03/1-0027,วิสาหกิจชุมชนกลุ่มแปรรูปผลิตภัณฑ์หม่อนไหมแม่ฮ่องสอน,"
                                        33/1  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053684199 
                                    "
6-58-01-03/1-0029,วิสาหกิจชุมชนกลุ่มการเกษตรวิสาหกิจชุมชน,"
                                        160  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0898525018 
                                    "
6-58-01-03/1-0030,วิสาหกิจชุมชนกลุ่มศิลปาชีพหม่อนไหมบ้านห้วยเดื่อ,"
                                        238/1  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053684159 
                                    "
6-58-01-03/1-0032,วิสาหกิจชุมชนกลุ่มแม่บ้านห้วยเดื่อ,"
                                        32  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053684159 
                                    "
6-58-01-03/1-0045,วิสาหกิจชุมชนบ้านทรงไทย ไท ไท แบรนด์,"
                                        138  หมู่ 5  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053684033 
                                    "
6-58-01-03/1-0048,วิสาหกิจชุมชนกลุ่มทอผ้าบ้านห้วยแก้วล่าง,"
                                        61  หมู่ 7  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-03/1-0051,วิสาหกิจชุมชนกลุุ่มเตรียมสหกรณ์เกษตรปลอดภัยเมืองแม่ฮ่องสอน,"
                                        57  หมู่ 4  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871911101 
                                    "
6-58-01-03/1-0052,วิสาหกิจชุมชนชาใบหม่อนภูตะวัน,"
                                        99  หมู่ 8  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871775357 
                                    "
6-58-01-03/1-0054,วิสาหกิจชุมชนกลุ่มผู้ปลูกข้าวเพื่อสุขภาพบ้านผาบ่อง,"
                                        12/3  หมู่ 1  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0931649181 
                                    "
6-58-01-03/1-0057,วิสาหกิจชุมชนก้าวพัฒนาอาชีพเลี้ยงสัตว์บ้านน้ำส่อม,"
                                        62  หมู่ 9  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0613720019 
                                    "
6-58-01-03/1-0058,วิสาหกิจชุมชนแปรรูปผลผลิตวนเกษตรศูนย์โป่งแดง,"
                                        31/2  หมู่ 5  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-03/1-0059,วิสาหกิจชุมชนหัตถกรรมพื้นบ้านป่าปุ๊,"
                                        67  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0881375209 
                                    "
6-58-01-03/1-0060,วิสาหกิจชุมชนปักผ้าฝ้าย ป่าปุ๊,"
                                        82  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0954165974 
                                    "
6-58-01-03/1-0061,วิสาหกิจชุมชนทอผ้า ปักผ้าบ้านหัวน้ำแม่สะกึด,"
                                        11/9  หมู่ 10  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0843709029 
                                    "
6-58-01-03/1-0062,วิสาหกิจชุมชนเลี้ยงไก่พื้นเมืองบ้านหัวน้ำแม่สะกึด,"
                                        22  หมู่ 10  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0819149089 
                                    "
6-58-01-03/1-0063,วิสาหกิจชุมชนอนุรักษ์วิถีกะแย,"
                                        93/1  หมู่ 8  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0864768513 
                                    "
6-58-01-03/1-0065,วิสาหกิจชุมชนกลุ่มแปรรูปการเกษตรสร้างป่าสร้างรายได้บ้านแม่จ๋าน้อย,"
                                        89  หมู่ 6  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0645578762 
                                    "
6-58-01-03/1-0066,วิสาหกิจชุมชนนากระจง,"
                                        424  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0861919460 
                                    "
6-58-01-03/1-0067,วิสาหกิจชุมชนบ้านบนดอย,"
                                        99  หมู่ 11  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0933149786 
                                    "
6-58-01-03/1-0068,วิสาหกิจชุมชนโคขุนบ้านห้วยเดื่อ,"
                                        159/1  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0818837395 
                                    "
6-58-01-03/1-0069,วิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านห้วยแก้วล่าง,"
                                        75/6  หมู่ 7  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0919182139 
                                    "
6-58-01-03/1-0070,วิสาหกิจชุมชนกลุ่มเกษตรผสมผสานบ้านหัวน้ำแม่สะกึด,"
                                        31/4  หมู่ 10  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0834856767 
                                    "
6-58-01-03/1-0071,วิสาหกิจชุมชนบ้านห้วยเดื่อเกษตรผสมผสานยั่งยืน,"
                                        24  หมู่ 3  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0895579779 
                                    "
6-58-01-03/1-0072,วิสาหกิจชุมชนบ้านถั่วลายเสือ,"
                                        172  หมู่ 2  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0882538165 
                                    "
6-58-01-03/1-0073,วิสาหกิจชุมชนถั่วสายฟ้าบ้านผาบ่อง,"
                                        66  หมู่ 12  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0803968623 
                                    "
6-58-01-03/1-0074,วิสาหกิจชุมชนMHS coffee Bean,"
                                        89/1  หมู่ 6  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0864445032 
                                    "
6-58-01-03/2-0010,เครือข่ายวิสาหกิจชุมชนสร้างป่า สร้างรายได้จังหวัดแม่ฮ่องสอน,"
                                        227  หมู่ 5  ต.ผาบ่อง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-04/1-0003,วิสาหกิจชุมชนผลิตเมล็ดพันธ์ข้าวชุมชนปางหมู,"
                                        134/2  หมู่ 1  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053614030 
                                    "
6-58-01-04/1-0004,วิสาหกิจชุมชนกลุ่มสหกรณ์ออมทรัพย์เพื่อการผลิต บ้านสบสอย,"
                                        8/4  หมู่    ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053692075 
                                    "
6-58-01-04/1-0018,วิสาหกิจชุมชนวัฒนธรรมแปรรูปถั่วเปหล่อ-เปยี,"
                                        109  หมู่ 1  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053061213 
                                    "
6-58-01-04/1-0022,วิสาหกิจชุมชนกลุ่มปักเย็บเสื้อไต,"
                                        78/1  หมู่ 1  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053620058 
                                    "
6-58-01-04/1-0023,วิสาหกิจชุมชนกุงไม้สักการสุรา,"
                                        149  หมู่ 2  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0895531393 
                                    "
6-58-01-04/1-0025,วิสาหกิจชุมชนกลุ่มขนมงาบ้านชานเมือง,"
                                        521  หมู่ 12  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0813662468 
                                    "
6-58-01-04/1-0040,วิสาหกิจชุมชนภูมิไทย,"
                                        336/5  หมู่ 12  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0801204878 
                                    "
6-58-01-04/1-0044,วิสาหกิจชุมชน ถั่วดี วิถี คนไต ,"
                                        47/2  หมู่ 1  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-04/1-0045,วิสาหกิจชุมชนกลุ่มแม่บ้านเกษตรกรบ้านไม้แงะ,"
                                        76/2  หมู่ 8  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0898516150 
                                    "
6-58-01-04/1-0046,วิสาหกิจชุมชนผู้ผลิตและจำหน่ายพืชผลทางการเกษตรปลอดภัยทุ่งกองมู,"
                                        229  หมู่ 3  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0843725496 
                                    "
6-58-01-04/1-0047,วิสาหกิจชุมชนเกษตรอินทรีย์บ้านไม้แงะ,"
                                        154/1  หมู่ 8  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0924719109 
                                    "
6-58-01-04/1-0048,วิสาหกิจชุมชนกาแฟทริปเปิ้ลทรี333(Triplethree333),"
                                        333  หมู่ 3  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0899522171 
                                    "
6-58-01-04/1-0050,วิสาหกิจชุมชนร้านครูสมศรี,"
                                        333  หมู่ 3  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0818840199 
                                    "
6-58-01-04/1-0051,วิสาหกิจชุมชนสุุราเสือขาว,"
                                        45/1  หมู่ 4  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0614252555 
                                    "
6-58-01-04/1-0052,วิสาหกิจชุมชนเพาะเห็ดเศรษฐกิจ เห็ดเป็นยา,"
                                        197/2  หมู่ 8  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0956853161 
                                    "
6-58-01-04/1-0053,วิสาหกิจชุมชนกลุ่มทอผ้าขนแกะปางตอง,"
                                        543  หมู่ 3  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0895606589 
                                    "
6-58-01-04/1-0054,วิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านในสอย,"
                                        69  หมู่ 4  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871767716 
                                    "
6-58-01-04/1-0055,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์บ้านในสอย,"
                                        247  หมู่ 4  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0821694891 
                                    "
6-58-01-04/1-0056,วิสาหกิจชุมชนปลูกหญ้าเนเปียเพื่อเลี้ยงสัตว์และพลังงานทดแทน,"
                                        261  หมู่ 5  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0980093917 
                                    "
6-58-01-04/1-0057,วิสาหกิจชุมชนเกษตรผสมผสานยั่งยืนบ้านในสอย ม.4,"
                                        161/2  หมู่ 4  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0930357940 
                                    "
6-58-01-04/1-0058,วิสาหกิจชุมชนรักการเกษตรบ้านไม้แงะ,"
                                        128  หมู่ 8  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0622645428 
                                    "
6-58-01-04/1-0059,วิสาหกิจชุมชนผู้เลี้ยงไก่พื้นเมืองบ้านชานเมือง,"
                                        43/1  หมู่ 12  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0982311604 
                                    "
6-58-01-04/1-0060,วิสาหกิจชุมชนผลิตและรวบรวมสินค้าเกษตร,"
                                        106/2  หมู่ 2  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0882939879 
                                    "
6-58-01-04/1-0061,วิสาหกิจชุมชนเพาะพันธุ์กล้าไม้สร้างอาชีพ,"
                                        632  หมู่ 11  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0619369868 
                                    "
6-58-01-04/1-0062,วิสาหกิจชุมชนแปรรูปเกษตรกรปลอดสารเคมีบ้านปางหมู,"
                                        255/1  หมู่ 1  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 089575420 
                                    "
6-58-01-04/1-0063,วิสาหกิจชุมชนเฮ็ดก้อเหลียว,"
                                        142  หมู่ 5  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0932427171 
                                    "
6-58-01-04/2-0010,เครือข่ายวิสาหกิจชุมชนเครือข่ายหมู่บ้านวิสาหกิจชุมชนท้องถิ่นไทยแม่ฮ่องสอน,"
                                        154  หมู่ 8  ต.ปางหมู  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0924719109 
                                    "
6-58-01-05/1-0001,วิสาหกิจชุมชนกลุ่มผลิตเทียนไข,"
                                        144  หมู่ 1  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053692005 
                                    "
6-58-01-05/1-0006,วิสาหกิจชุมชนผลิตกาแฟบ้านรวมไทย,"
                                        18/1  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 053692144 
                                    "
6-58-01-05/1-0012,วิสาหกิจชุมชนกลุ่มสุรากลั่นนาป่าแปก(กลุ่มคาราวะ),"
                                        18/1  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-05/1-0025,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงสัตว์บ้านยอด,"
                                        87/1  หมู่ 9  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0998311646 
                                    "
6-58-01-05/1-0026,วิสาหกิจชุมชนไร่องุ่นหวานซึ้งไวน์,"
                                        19/4  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871908010 
                                    "
6-58-01-05/1-0027,วิสาหกิจชุมชนกาแฟนาป่าแปก-ปางอุ๋งแม่ฮ่องสอน,"
                                        156/1  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0958171499 
                                    "
6-58-01-05/1-0028,วิสาหกิจชุมชนกาแฟห้วยมะเขือส้ม-ปางอุ๋งแม่ฮ่องสอน,"
                                        31  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0964716569 
                                    "
6-58-01-05/1-0029,วิสาหกิจชุมชนปลูกกาแฟอาราบิกา,"
                                        226  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0992403197 
                                    "
6-58-01-05/1-0030,วิสาหกิจชุมชนผ้าทออนุรักษ์บ้านนาป่าแปก,"
                                        172  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0629532351 
                                    "
6-58-01-05/1-0032,วิสาหกิจชุมชนปลูกพริกหวาน,"
                                        5/1  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0979530428 
                                    "
6-58-01-05/1-0033,วิสาหกิจชุมชนเกษตรปลอดภัยนาป่าแปก,"
                                        153  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0938701138 
                                    "
