Field1,Field2,Field3
6-58-05-01/1-0046,วิสาหกิจชุมชนเกษตรปลอดภัย บ้านทุ่ง,"
                                        69/7  หมู่ 10  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0830466297 
                                    "
6-58-05-01/1-0047,วิสาหกิจชุมชนบุกแม่อมพาย,"
                                        41  หมู่ 5  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0048,วิสาหกิจชุมชนกลุ่มเกษตรกรปลูกบุกบ้านแม่นาจางใต้,"
                                        38/2  หมู่ 7  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0955161157 
                                    "
6-58-05-01/1-0049,วิสาหกิจชุมชนกลุ่มปลูกบุกบ้านแม่แลบ,"
                                        51/1  หมู่ 6  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 09952164533 
                                    "
6-58-05-01/1-0051,วิสาหกิจชุมชนกลุ่มแปรรูปกล้วยกรอบบ้านท่าสองแคว,"
                                        59/1  หมู่ 8  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0052,วิสาหกิจชุมชนเกษตรกรปลูกบุกและพืชสมุนไพรบ้านหัวลา,"
                                        48/2  หมู่ 7  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0053,วิสาหกิจชุมชนกลุ่มพัฒนากาแฟห้วยห้อม,"
                                        19/1  หมู่ 1  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0955726722 
                                    "
6-58-05-01/1-0054,วิสาหกิจชุมชนผลิตภัณฑ์ของใช้ในครัวเรือนจากเศษไม้,"
                                        31  หมู่ 10  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0885683652 
                                    "
6-58-05-01/1-0055,วิสาหกิจชุมชนโคขุน(โคมัน)บ้านวังคัน,"
                                        69/3  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0056,วิสาหกิจชุมชนบ้านดูลาเปอร์ โครงการสร้างป่าสร้างรายได้ อำเภอแม่ลาน้อย,"
                                        6/2  หมู่ 9  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0612972983 
                                    "
6-58-05-01/1-0059,วิสาหกิจชุมชนไผ่การเกษตรบ้านวังคัน,"
                                        99  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0863392839 
                                    "
6-58-05-01/1-0060,วิสาหกิจชุมชนกลุ่มเกษตรปลอดภัยบ้านวังคัน,"
                                           หมู่    ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0061,วิสาหกิจชุมชนผู้ปลูกโกโก้และพืชสมุนไพรต.แม่ลาน้อย,"
                                        26/1  หมู่ 10  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0062,วิสาหกิจชุมชนพิมลพรรณฟาร์ม,"
                                        50/1  หมู่ 9  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0810279992 
                                    "
6-58-05-01/1-0063,วิสาหกิจชุมชนเกษตรกรผู้ปลูกบุกบ้านท่าสองแคว,"
                                        68/5  หมู่ 8  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0979341354 
                                    "
6-58-05-01/1-0064,วิสาหกิจชุมชนบุกบ้านป่าหมาก,"
                                        12/1  หมู่ 2  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0931988950 
                                    "
6-58-05-01/1-0065,วิสาหกิจชุมชนการท่องเที่ยวบ้านทุ่งรวงทอง,"
                                        70  หมู่ 10  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0066,วิสาหกิจชุมชนปุ๋ยหมักอินทรีย์ชีวภาพ หมู่ 5 บ้านวังคัน,"
                                        34/3  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0956385345 
                                    "
6-58-05-01/1-0067,วิสาหกิจชุมชนกลุ่มทอผ้ากะเหรี่ยงและแปรรูป,"
                                        104  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0927183497 
                                    "
6-58-05-01/1-0068,วิสาหกิจชุมชนกลุ่มทอผ้าบ้านวังคัน,"
                                        30/5  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0639566560 
                                    "
6-58-05-01/1-0069,วิสาหกิจชุมชนนวดแผนไทยและอบสมุนไพรวังคัน,"
                                        11  หมู่ 5  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0979812074 
                                    "
6-58-05-01/1-0070,วิสาหกิจชุมชนส่งเสริมอาชีพบ้านทุ่งรวงทอง,"
                                        62  หมู่ 10  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-01/1-0071,วิสาหกิจชุมชนผลิตและแปรรูปผลผลิตเกษตรทฤษฎีใหม่บ้านท่าสองแคว,"
                                        19/6  หมู่ 8  ต.แม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0931980877 
                                    "
6-58-05-02/1-0009,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตการเกษตรตำบลแม่ลาหลวง,"
                                        198  หมู่ 1  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0 
                                    "
6-58-05-02/1-0010,วิสาหกิจชุมชนวิสาหกิจชุมชนกลุ่มทอผ้าบ้านห้วยไก่ป่า,"
                                        4  หมู่ 6  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0807939552 
                                    "
6-58-05-02/1-0022,วิสาหกิจชุมชนกลุ่มผลิตเมล็ดพันธุ์พืชตระกูลถั่วชุมชนตำบลแม่ลาหลวง,"
                                        18  หมู่ 7  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0023,วิสาหกิจชุมชนกลุ่มตัดเย็บชุดไตบ้านแม่ลาหลวง,"
                                        197/2  หมู่ 1  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0024,วิสาหกิจชุมชนบุกห้วยไก่ป่า,"
                                        24/2  หมู่ 6  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0817069743 
                                    "
6-58-05-02/1-0025,วิสาหกิจชุมชนบุกบ้านทุ่งป่าคา,"
                                        59  หมู่ 8  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0847091664 
                                    "
6-58-05-02/1-0026,วิสาหกิจชุมชนเกษตรกรผู้ปลูกกล้วยบ้านห้วยกองเป๊าะ,"
                                        78  หมู่ 3  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0027,วิสาหกิจชุมชนเกษตรกรผู้ปลูกบุกบ้านห้วยกองเป๊าะ,"
                                        1/4  หมู่ 3  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0971482106 
                                    "
6-58-05-02/1-0028,วิสาหกิจชุมชนกลุ่มแปรรูปกาแฟแม่ลาหลวง,"
                                        102  หมู่ 5  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0029,วิสาหกิจชุมชนปลูกกล้วยและแปรรูปกล้วยบ้านห้วยกุูป๊ะ,"
                                        23/1  หมู่ 4  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0969321834 
                                    "
6-58-05-02/1-0030,วิสาหกิจชุมชนกลุุ่มเกษตรกรปลูกบุกบ้านห้วยกูป๊ะ,"
                                        23/3  หมู่ 4  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0031,วิสาหกิจชุมชนการแปรรูปกล้วยน้ำว้า บ้านทุ่งป่าคา ,"
                                        31  หมู่ 8  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0987150958 
                                    "
6-58-05-02/1-0032,วิสาหกิจชุมชนกลุ่มทำไม้กวาดจากดอกหญ้าบ้านสันติพัฒนา,"
                                        40  หมู่ 7  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0033,"วิสาหกิจชุมชนโครงการธนาคารต้นไม้,บุกและแปรรูปพืชสมุนไพร","
                                        24/2  หมู่ 6  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0035,วิสาหกิจชุมชนกลุ่มเกษตรกรผสมผสานบ้านทุ่งป่าคา,"
                                        11  หมู่ 8  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0611937256 
                                    "
6-58-05-02/1-0036,วิสาหกิจชุมชนกลุ่มเกษตรกรผสมผสานบ้านทุ่งป่าคา(ปศุสัตว์),"
                                        44  หมู่ 8  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0636789975 
                                    "
6-58-05-02/1-0037,วิสาหกิจชุมชนกลุ่มเกษตรกรผสมผสานบ้านทุ่งป่าคา(ทอผ้า),"
                                        25/4  หมู่ 8  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0998797425 
                                    "
6-58-05-02/1-0038,วิสาหกิจชุมชนกลุ่มแปรรูปกระเทียมบ้านสันติพัฒนา,"
                                        107  หมู่ 7  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-02/1-0039,วิสาหกิจชุมชนผลิตและแปรรูปกล้วย หมู่ 6 บ้านห้วยไก่ป่า,"
                                        86  หมู่ 6  ต.แม่ลาหลวง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0645473437 
                                    "
6-58-05-03/1-0002,วิสาหกิจชุมชนกลุ่มแม่บ้านท่าผาปุ้ม,"
                                        29  หมู่ 4  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-03/1-0004,วิสาหกิจชุมชนข้าวซ้อมมือ  ข้าวกล้องแม่เตี๋ย,"
                                        57  หมู่ 5  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-03/1-0007,วิสาหกิจชุมชนกลุ่มเลี้ยงโคขุนบ้านใหม่พัฒนา,"
                                        44/6  หมู่ 4  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0847402826 
                                    "
6-58-05-03/1-0022,วิสาหกิจชุมชนกลุ่มผู้ปลูกบุกบ้านห้วยหมากหนุน,"
                                        77/2  หมู่ 3  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0956270385 
                                    "
6-58-05-03/1-0023,วิสาหกิจชุมชนโคแก้จน(ท่าผาปุ้ม-แม่เตี๋ย),"
                                        139  หมู่ 8  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 053062250 
                                    "
6-58-05-03/1-0024,วิสาหกิจชุมชนผลิตและแปรรูปสัตว์น้ำอำเภอแม่ลาน้อย,"
                                        66/5  หมู่ 4  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0810307552 
                                    "
6-58-05-03/1-0026,วิสาหกิจชุมชนกลุ่มเกษตรกรผสมผสานบ้านใหม่พัฒนา,"
                                        173/1  หมู่ 8  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0613490161 
                                    "
6-58-05-03/1-0027,วิสาหกิจชุมชนผ้าทอสีธรรมชาติบ้านห้วยผึ้ง,"
                                        14/1  หมู่ 2  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0887017690 
                                    "
6-58-05-03/1-0028,วิสาหกิจชุมชนบ้านท่าผาปุ้มออแกนิก,"
                                        123/1  หมู่ 4  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0985388226 
                                    "
6-58-05-03/1-0029,วิสาหกิจชุมชนกลุ่มผู้ปลูกเห็ดหอมบ้านห้วยผึ้ง,"
                                        103/2  หมู่ 2  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0856272899 
                                    "
6-58-05-03/1-0030,วิสาหกิจชุมชนศรีจันทร์,"
                                        69/1  หมู่ 4  ต.ท่าผาปุ้ม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0908919032 
                                    "
6-58-05-04/1-0010,วิสาหกิจชุมชนห้วยผึ้งใหม่พืชผล,"
                                        21/2  หมู่ 7  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0011,วิสาหกิจชุมชนข้าวกล้องห่อวอพอ,"
                                        41  หมู่ 5  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0012,วิสาหกิจชุมชนบุกบ้านแม่จอ,"
                                        39/1  หมู่ 6  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0013,วิสาหกิจชุมชนกลุ่มจักรสานบ้านแม่โถกลาง,"
                                        49/1  หมู่ 3  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0015,วิสาหกิจชุมชนกลุ่มบุกบ้านแม่โถกลาง,"
                                        49/1  หมู่ 3  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0016,วิสาหกิจชุมชนกล่มปลูกบุกบ้านห้วยไม้ซาง,"
                                        65  หมู่ 8  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0017,วิสาหกิจชุมชนบุกบ้านแม่โถใต้,"
                                        49  หมู่ 4  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0018,วิสาหกิจชุมชนกลุ่มเกษตรกรปลูกบุกบ้านผาแดงหลวง,"
                                        9/1  หมู่ 2  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0019,วิสาหกิจชุมชนสวนส้มสกุลฒ่อ,"
                                        24/4  หมู่ 7  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0020,วิสาหกิจชุมชนกลุ่มเลี้ยงหมูบ้านแม่โถกลาง,"
                                        49/1  หมู่ 3  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-04/1-0021,วิสาหกิจชุมชนกลุ่มผู้ปลูกส้มอินทรีย์ห้วยผึ้งใหม่,"
                                        39  หมู่ 7  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0618925654 
                                    "
6-58-05-04/1-0022,วิสาหกิจชุมชนเศรษฐกิจชุมชน 2020,"
                                        72  หมู่ 4  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0895551590 
                                    "
6-58-05-04/1-0023,วิสาหกิจชุมชนพืชสมุนไพรบ้านผาแดงหลวง,"
                                        22/3  หมู่ 2  ต.แม่โถ  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0953465100 
                                    "
6-58-05-05/1-0001,วิสาหกิจชุมชนกลุ่มทอผ้าขนแกะบ้านห้วยห้อม,"
                                        32  หมู่ 1  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 053619059 
                                    "
6-58-05-05/1-0003,วิสาหกิจชุมชนถั่วแดงหลวงบ้านห้วยห้าใหม่,"
                                        43/1  หมู่ 2  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0004,วิสาหกิจชุมชนกาแฟบ้านห้วยห้า,"
                                        28  หมู่ 2  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0005,วิสาหกิจชุมชนกลุ่มผลิตกาแฟคั่วบ้านห้วยห้อม,"
                                        31  หมู่ 1  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0816891718 
                                    "
6-58-05-05/1-0016,วิสาหกิจชุมชนกลุ่มทำเครื่องเงินเผ่าละว้า,"
                                        14  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0017,วิสาหกิจชุมชนปลูกพืชผักผลไม้ปลอดภัยแม่ลาน้อย,"
                                        88  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0907505852 
                                    "
6-58-05-05/1-0018,วิสาหกิจชุมชนกะเหรี่ยงดูลาเปอร์,"
                                        8/2  หมู่ 9  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0019,วิสาหกิจชุมชนกาแฟโกลฮาคี(klo ha hki coffee),"
                                        53/1  หมู่ 2  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 081087637 
                                    "
6-58-05-05/1-0020,วิสาหกิจชุมชนกาแฟใต้ร่ม,"
                                        46  หมู่ 1  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0871898464 
                                    "
6-58-05-05/1-0021,วิสาหกิจชุมชนเครื่องเงินบ้านละอูบ,"
                                        108  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0022,วิสาหกิจชุมชนกาแฟขี้ชะมดและกาแฟสดบ้านดง,"
                                        39/1  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0904699879 
                                    "
6-58-05-05/1-0023,วิสาหกิจชุมชนผู้ผลิตรวบรวมแปรรูปเกษตรอินทรีย์บ้านห้วยห้อม,"
                                        65  หมู่ 1  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0636830490 
                                    "
6-58-05-05/1-0024,วิสาหกิจชุมชนผู้ปลูกพืชไร่บ้านดง,"
                                        39  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0026,วิสาหกิจชุมชนเลี้ยงหมูดำแม่ฮ่องสอน,"
                                        126/1  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0027,วิสาหกิจชุมชนผู้ปลูกอะโวคาโดแปลงใหญ่บ้านดง,"
                                        126/1  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0028,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงหมูดำเชียงใหม่(หมูหลุม)บ้านละอูบ,"
                                        127  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0029,วิสาหกิจชุมชนกาแฟบ้านห้วยห้อม,"
                                        65  หมู่    ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0834041307 
                                    "
6-58-05-05/1-0030,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้ปลูกกะหล่ำปลีบ้านตุน,"
                                        7/3  หมู่ 4  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0031,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้ปลูกถั่วแดงหลวงบ้านตุน,"
                                        16  หมู่ 4  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0032,วิสาหกิจชุมชนผสมผสานบ้านละอางเหนือ(เหนือ-แม่และ),"
                                        48  หมู่ 7  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-05/1-0033,วิสาหกิจชุมชนเกษตรผสมผสานบ้านละอางเหนือ ม.7,"
                                        15  หมู่ 7  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0807938918 
                                    "
6-58-05-05/1-0035,วิสาหกิจชุมชนเกษตรหมอดินบ้านละอางเหนือ,"
                                        35  หมู่ 7  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0821828655 
                                    "
6-58-05-05/1-0036,วิสาหกิจชุมชนผ้าทอละว้าบ้านละอูบ,"
                                        25/1  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0830917088 
                                    "
6-58-05-05/1-0037,วิสาหกิจชุมชนเกษตรผสมผสานบ้านสามแม่ลาน้อย,"
                                        41  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0828941228 
                                    "
6-58-05-05/1-0038,วิสาหกิจชุมชนเกษตรกรรมยั่งยืนบ้านสามแม่ลาน้อย,"
                                        27  หมู่ 3  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0928562753 
                                    "
6-58-05-05/1-0039,วิสาหกิจชุมชนกลุ่มผ้าทอสตรีบ้านห้วยห้า,"
                                        31/5  หมู่ 2  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0939355443 
                                    "
