Field1,Field2,Field3
6-58-02-02/1-0025,วิสาหกิจชุมชนกลุ่มผู้ปลูกถั่วเหลืองแปลงใหญ่,"
                                        81  หมู่ 1  ต.แม่เงา  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0887617819 
                                    "
6-58-02-02/1-0026,วิสาหกิจชุมชนผู้ปลูกบุกและสมุนไพรตำบลแม่เงา,"
                                        96  หมู่ 4  ต.แม่เงา  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0811684357 
                                    "
6-58-02-02/1-0028,วิสาหกิจชุมชนเกษตรผสมผสานบ้านห้วยต้นนุ่น,"
                                        44  หมู่ 4  ต.แม่เงา  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0823852419 
                                    "
6-58-02-02/1-0029,วิสาหกิจชุมชนต้องลายไตผสมพม่าบ้านต่อแพ,"
                                        99  หมู่ 1  ต.แม่เงา  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0848032561 
                                    "
6-58-02-03/1-0002,วิสาหกิจชุมชนสตรีตัดเย็บเสื้อไตบ้านเมืองปอน,"
                                        99  หมู่ 1  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 053684548 
                                    "
6-58-02-03/1-0007,วิสาหกิจชุมชนสุราขาวเมืองปอน,"
                                        79/1  หมู่ 1  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-02-03/1-0008,วิสาหกิจชุมชนจันทราสุรากลั่น,"
                                        67  หมู่ 4  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0861831159 
                                    "
6-58-02-03/1-0022,วิสาหกิจชุมชนแกะสลักบ้านหนองแห้ง,"
                                        67  หมู่ 9  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0852659819 
                                    "
6-58-02-03/1-0026,วิสาหกิจชุมชนท่องเที่ยวโฮมสเตย์บ้านเมืองปอน,"
                                        158  หมู่ 1  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0871812286 
                                    "
6-58-02-03/1-0027,วิสาหกิจชุมชนแพทย์แผนไทย นวดแผนไทยบ้านเมืองปอน,"
                                        224  หมู่ 1  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0810211727 
                                    "
6-58-02-03/1-0029,วิสาหกิจชุมชนกลุ่มปลูกบุกบ้านเมืองปอน,"
                                        61/2  หมู่ 2  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0613185016 
                                    "
6-58-02-03/1-0031,วิสาหกิจชุมชนขุนเขาแห่งธรรมชาติ,"
                                        21  หมู่ 8  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0955316558 
                                    "
6-58-02-03/1-0032,วิสาหกิจชุมชนเลี้ยงโคเนื้อคุณภาพบ้านหนองแห้ง,"
                                        7/2  หมู่ 9  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0958282945 
                                    "
6-58-02-03/1-0033,วิสาหกิจชุมชนสร้างป่าสร้างรายได้กลุ่มปลูกบุกและผลผลิตทางการเกษตรบ้านแม่ซอ,"
                                        35  หมู่ 5  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0855838729 
                                    "
6-58-02-03/1-0034,วิสาหกิจชุมชนกลุ่มแปรรูปสินค้าเกษตรบ้านท่าหินส้ม,"
                                        106  หมู่ 7  ต.เมืองปอน  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0637370827 
                                    "
6-58-02-04/1-0012,วิสาหกิจชุมชนผู้ปลูกและแปรรูปพืชผลทางการเกษตรบ้านหัวแม่ลาก๊ะ,"
                                        32  หมู่ 8  ต.แม่ยวมน้อย  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0970366302 
                                    "
6-58-02-05/1-0013,วิสาหกิจชุมชนกลุ่มผู้ปลูกกล้วยหอมทองแม่กิ๊,"
                                        39/2  หมู่ 1  ต.แม่กิ๊  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0939910114 
                                    "
6-58-02-05/1-0014,วิสาหกิจชุมชนผู้ปลูกบุกบ้านร่มเย็น,"
                                        55  หมู่ 2  ต.แม่กิ๊  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0863960145 
                                    "
6-58-02-05/1-0015,วิสาหกิจชุมชนตีมีดบ้านพะโท,"
                                        22  หมู่ 3  ต.แม่กิ๊  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0884027689 
                                    "
6-58-02-05/1-0016,วิสาหกิจชุมชนกลุ่มปลูกบุกและพืชเศรษฐกิจบ้านห้วยโปงเลา,"
                                        10/1  หมู่ 4  ต.แม่กิ๊  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0612786217 
                                    "
6-58-02-05/1-0017,วิสาหกิจชุมชนส่งเสริมการแปรรูปผลิตภัณฑ์แม่กิ๊โกล,"
                                        92  หมู่ 1  ต.แม่กิ๊  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0645085826 
                                    "
6-58-02-06/1-0007,วิสาหกิจชุมชนผู้ปลูกกาแฟปลอดสารพิษบ้านแม่อูคอหลวง หมู่ที่ 5,"
                                        37/1  หมู่ 5  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0837604384 
                                    "
6-58-02-06/1-0022,วิสาหกิจชุมชนผลิตภัณฑ์ของที่ระลึกบ้านแม่อูคอ หมู่ที่ 6,"
                                        24  หมู่ 6  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-02-06/1-0025,วิสาหกิจชุมชนหัตถกรรมผ้าทอมือบ้านแม่อูคอหลวง หมู่ที่ 5 ต.แม่อูคอ,"
                                        45/2  หมู่ 5  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0869201005 
                                    "
6-58-02-06/1-0030,วิสาหกิจชุมชนเกษตรเชิงท่องเที่ยวบ้านหัวฮะ,"
                                        128  หมู่ 2  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0629830571 
                                    "
6-58-02-06/1-0031,วิสาหกิจชุมชนกลุ่มบุกเกษตรอินทรีย์บ้านห้วยบง,"
                                        74  หมู่ 5  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0881400225 
                                    "
6-58-02-06/1-0035,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้ปลูกพืชผักปลอดภัยบ้านปางตอง,"
                                        18  หมู่ 3  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0842379192 
                                    "
6-58-02-06/1-0036,วิสาหกิจชุมชนกลุ่มเกษตรปลอดภัยบ้านแม่อูคอน้อย,"
                                        93  หมู่ 5  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0648306207 
                                    "
6-58-02-06/1-0037,วิสาหกิจชุมชนเกษตรอินทรีย์และการท่องเที่ยวบ้านหัวแม่สุริน,"
                                        24/4  หมู่ 2  ต.แม่อูคอ  อ.ขุนยวม  จ.แม่ฮ่องสอน โทรศัพท์ 0931790654 
                                    "
