Field1,Field2,Field3
6-50-22-01/1-0041,วิสาหกิจชุมชนร่วมใจอบลำไยแม่วาง,"
                                        46  หมู่ 7  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-01/1-0057,วิสาหกิจชุมชนถาวรการเกษตร,"
                                        236  หมู่ 3  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0818844958 
                                    "
6-50-22-01/1-0058,วิสาหกิจชุมชนลำไยแปรรูปลุ่มน้ำวางบ้านกิ่วแลป่าเป้า,"
                                        53  หมู่ 3  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-01/1-0063,วิสาหกิจชุมชนปลูกแปรรูปพืชผักสมุนไพรฮักแม่วาง,"
                                        182  หมู่ 1  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0987485919 
                                    "
6-50-22-01/1-0064,วิสาหกิจชุมชนผักผลไม้สุขใจ,"
                                        77  หมู่ 7  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0899566624 
                                    "
6-50-22-01/1-0065,วิสาหกิจชุมชนผู้ปลูกข้าวโพดหวาน smart farm อำเภอแม่วาง,"
                                        47/1  หมู่ 5  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0849350663 
                                    "
6-50-22-01/1-0066,วิสาหกิจชุมชนบ้านกาดสมาร์ทฟาร์ม,"
                                        482  หมู่ 5  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0898338834 
                                    "
6-50-22-01/1-0069,วิสาหกิจชุมชนศิริชัยพัฒนา,"
                                        12  หมู่ 3  ต.บ้านกาด  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0825245979 
                                    "
6-50-22-02/1-0013,วิสาหกิจชุมชนกลุ่มผลิตลำไยแพะประทาน,"
                                        228  หมู่ 7  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0864304432 
                                    "
6-50-22-02/1-0014,วิสาหกิจชุมชนกลุ่มเลี้ยงผึ้งตำบลทุ่งปี๊,"
                                        17  หมู่ 5  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-02/1-0022,วิสาหกิจชุมชนกลุ่มผ้าทอมือหมู่ 5 ทุ่งปี๊,"
                                        75/2  หมู่ 5  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0875785475 
                                    "
6-50-22-02/1-0033,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้เลี้ยงสุกร (หมูหลุม) ตำบลทุ่งปี๊,"
                                        3/2  หมู่ 4  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0818858057 
                                    "
6-50-22-02/1-0044,วิสาหกิจชุมชนB2Bเกษตรอินทรีย์วิถีธรรมชาติ,"
                                        33  หมู่ 5  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0931614264 
                                    "
6-50-22-02/1-0046,วิสาหกิจชุมชนเกษตรกรแปลงใหญ่ลำไย ตำบลทุ่งปี๊,"
                                        368/1  หมู่ 3  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0833230323 
                                    "
6-50-22-02/1-0047,วิสาหกิจชุมชนเกษตรปลอดภัยแพะประทาน,"
                                        383  หมู่ 7  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0810251101 
                                    "
6-50-22-02/1-0048,วิสาหกิจชุมชนกลุ่มเกษตรพืชผลแพะประทาน,"
                                        228/12  หมู่ 7  ต.ทุ่งปี้  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0987779759 
                                    "
6-50-22-03/1-0006,วิสาหกิจชุมชนเจษฎาหนังปอง,"
                                        97/3  หมู่ 6  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 019607524 
                                    "
6-50-22-03/1-0010,วิสาหกิจชุมชนกลุ่มเกษตรกรทำไร่ทุ่งรวงทอง,"
                                        43/1  หมู่ 3  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 018826277 
                                    "
6-50-22-03/1-0012,วิสาหกิจชุมชนกลุ่มเย็บผ้าสารภี,"
                                        104  หมู่ 5  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 095613833 
                                    "
6-50-22-03/1-0019,วิสาหกิจชุมชนกลุ่มแปรรูปลำไยอบแห้งบ้านสารภี,"
                                        2  หมู่ 5  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0801249411 
                                    "
6-50-22-03/1-0020,วิสาหกิจชุมชนกลุ่มแปรรูปลำไยทุ่งรวงทอง,"
                                        149  หมู่ 2  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 053363374 
                                    "
6-50-22-03/1-0021,วิสาหกิจชุมชนกลุ่มแปรรูปลำไยเนื้อสีทองทุ่งรวงทอง,"
                                        103/1  หมู่ 2  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0806781917 
                                    "
6-50-22-03/1-0027,วิสาหกิจชุมชนศิลปประดิษฐ์บ้านสารภี,"
                                        56  หมู่ 5  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0847033974 
                                    "
6-50-22-03/1-0029,วิสาหกิจชุมชนกลุ่มตัดเย็บกางเกงในสตรีบ้านแสนคันธา,"
                                        64/1  หมู่ 2  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0871906550 
                                    "
6-50-22-03/1-0040,วิสาหกิจชุมชนกลุ่มข้าวแต๋นน้ำแตงโมเพื่อสุขภาพบ้านสารภี,"
                                        91  หมู่ 5  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0817641522 
                                    "
6-50-22-03/1-0042,วิสาหกิจชุมชนลำไยแปลงใหญ่ต.ทุ่งรวงทอง,"
                                        105  หมู่ 2  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0980033979 
                                    "
6-50-22-03/1-0043,วิสาหกิจชุมชนพืชผักและสมุนไพรตำบลทุ่งรวงทอง,"
                                        69/1  หมู่ 2  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0987655930 
                                    "
6-50-22-03/1-0044,วิสาหกิจชุมชนการเกษตรบ้านสารภี,"
                                        62  หมู่ 5  ต.ทุ่งรวงทอง  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0623897598 
                                    "
6-50-22-04/1-0001,วิสาหกิจชุมชนกลุ่มหัตถกรรมจากไม้(แม่วินเรือจำลอง),"
                                        101  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 019610823 
                                    "
6-50-22-04/1-0004,วิสาหกิจชุมชนกลุ่มแม่บ้านเกษตรกรบ้านแม่มูต,"
                                        1  หมู่ 6  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 053939793 
                                    "
6-50-22-04/1-0005,วิสาหกิจชุมชนกลุ่มอาชีพหัตถกรรมทำของเล่นเด็กจากไม้ฉำฉาและยางพารา,"
                                        75  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 019519881 
                                    "
6-50-22-04/1-0006,วิสาหกิจชุมชนกลุ่มพัฒนาอาชีพวังผาปูน,"
                                        111/1  หมู่ 15  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 053939130 
                                    "
6-50-22-04/1-0015,วิสาหกิจชุมชนชมรมการท่องเที่ยวบ้านสบวิน,"
                                        138  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0898355629 
                                    "
6-50-22-04/1-0016,วิสาหกิจชุมชนห้วยโป่ง โฮมสเตย์,"
                                        109  หมู่ 11  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0861936151 
                                    "
6-50-22-04/1-0032,วิสาหกิจชุมชนเกษตรอินทรีย์บ้านทุ่งหลวง,"
                                        29/3  หมู่ 2  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0844849970 
                                    "
6-50-22-04/1-0034,วิสาหกิจชุมชนผู้ปลูกข้าวสาลี,"
                                        87  หมู่ 2  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0845609249 
                                    "
6-50-22-04/1-0035,วิสาหกิจชุมชนกลุ่มออมทรัพย์บ้านห้วยข้าวลีบ หมู่ 19,"
                                        43  หมู่ 19  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0821834954 
                                    "
6-50-22-04/1-0036,วิสาหกิจชุมชนกลุ่มเลี้ยงช้าง EGS,"
                                        156  หมู่ 6  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0843785933 
                                    "
6-50-22-04/1-0037,วิสาหกิจชุมชนกลุ่มผู้ผลิตสุราพื้นบ้านขุนวิน 1,"
                                        87/1  หมู่ 15  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-04/1-0038,วิสาหกิจชุมชนกลุ่มอาชีพหัตถกรรมทำของเล่นเด็กจากไม้ฉำฉาและไม้ยางพารา,"
                                        209  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0875754312 
                                    "
6-50-22-04/1-0039,วิสาหกิจชุมชนกลุ่มอาชีพหัตถกรรมณรงค์เกมส์ไม้,"
                                        52/1  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0815315576 
                                    "
6-50-22-04/1-0040,วิสาหกิจชุมชนกลุ่มผลิตกาแฟอินทรีย์บ้านหนองเต่า,"
                                        21  หมู่ 4  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0965038541 
                                    "
6-50-22-04/1-0042,วิสาหกิจชุมชนกลุ่มเกษตรทำสวนบ้านสบวิน,"
                                        167  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-04/1-0043,วิสาหกิจชุมชนรวมใจแม่วิน Organic,"
                                        28  หมู่ 5  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0899508841 
                                    "
6-50-22-04/1-0044,วิสาหกิจชุมชนชีวภัณฑ์เพื่อเกษตรกร,"
                                        79  หมู่ 10  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-04/1-0045,วิสาหกิจชุมชนกลุ่มเพาะชำกล้าไม้บ้านใหม่วังผาปูน,"
                                        69/2  หมู่ 15  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0646869633 
                                    "
6-50-22-04/1-0046,วิสาหกิจชุมชนเกษตรเชิงท่องเที่ยวบ้านป่ากล้วย,"
                                        72/3  หมู่ 17  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0932416811 
                                    "
6-50-22-04/1-0047,วิสาหกิจชุมชนกลุ่มหัตถกรรมเรือใบจำลองบ้านสบวิน,"
                                        40/1  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0871836169 
                                    "
6-50-22-04/1-0048,วิสาหกิจชุมชนกลุ่มผู้ประกอบการแพไม้,"
                                        57  หมู่ 9  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0916325874 
                                    "
6-50-22-04/1-0049,วิสาหกิจชุมชนฮับแม่วิน,"
                                        50  หมู่ 5  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0816606509 
                                    "
6-50-22-04/1-0050,วิสาหกิจชุมชนกลุ่มเพาะชำกล้าไม้และแปรรูปผลผลิตบ้านโป่งลมแรง,"
                                        6  หมู่ 17  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0612205071 
                                    "
6-50-22-04/1-0051,วิสาหกิจชุมชนมาเมืองวินเกษตรอินทรีย์แปรรูป,"
                                        51  หมู่ 11  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0818394194 
                                    "
6-50-22-04/1-0052,วิสาหกิจชุมชนห้วยโป่งอินทรีย์แปรรูป,"
                                        121  หมู่ 11  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0807692549 
                                    "
6-50-22-04/1-0053,วิสาหกิจชุมชนไม้ฉำฉาพาเพลิน,"
                                        84/1  หมู่ 6  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0930412003 
                                    "
6-50-22-04/1-0054,วิสาหกิจชุมชนผ้าทอมือย้อมสีธรรมชาติ เชซูโหม่ Che Su Mo,"
                                        47/2  หมู่ 1  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0861854332 
                                    "
6-50-22-04/1-0055,วิสาหกิจชุมชนกาแฟใต้ร่มไม้ บ้านห้วยอีค่าง,"
                                        13/1  หมู่ 1  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0953954156 
                                    "
6-50-22-04/1-0056,วิสาหกิจชุมชนกลุ่มแม่บ้านห้วยยาวแปรรูปผัก-ผลไม้อินทรีย์,"
                                        151  หมู่ 14  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0829145155 
                                    "
6-50-22-04/1-0057,วิสาหกิจชุมชนชุมชนแปรรูป แปรรูปผลผลิตทางการเกษตร,"
                                        69/2  หมู่ 15  ต.แม่วิน  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-05/1-0004,วิสาหกิจชุมชนกลุ่มพัฒนาผลิตผลเกษตรทุ่งศาลา,"
                                        215/1  หมู่ 1  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 018823343 
                                    "
6-50-22-05/1-0008,วิสาหกิจชุมชนร่มโบราณดอนเปา,"
                                        88  หมู่ 4  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 040409471 
                                    "
6-50-22-05/1-0013,วิสาหกิจชุมชนกลุ่มผลิตสุราบ้านเหล่าป่าฝาง,"
                                        93/1  หมู่ 2  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0848109110 
                                    "
6-50-22-05/1-0016,วิสาหกิจชุมชนกลุ่มกระเป๋าผ้าฝ้ายทุ่งศาลา,"
                                        11/4  หมู่ 1  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 099514921 
                                    "
6-50-22-05/1-0022,วิสาหกิจชุมชนกลุ่มผลิตสุรากลั่นดอยหนอก,"
                                        94/1  หมู่ 2  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 061837391 
                                    "
6-50-22-05/1-0033,วิสาหกิจชุมชนแม่ขานทอง,"
                                        180  หมู่ 1  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 061155398 
                                    "
6-50-22-05/1-0034,วิสาหกิจชุมชนกลุ่มเย็บผ้าบ้านใหม่สวรรค์,"
                                        327/2  หมู่ 7  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 092648138 
                                    "
6-50-22-05/1-0043,วิสาหกิจชุมชนกลุ่มพัฒนาผลผลิตลำไยอำเภอแม่วาง,"
                                        19/1  หมู่ 1  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-05/1-0044,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตลำไยอบแห้งบ้านกาด,"
                                        25  หมู่ 2  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-05/1-0047,วิสาหกิจชุมชนกลุ่มหัตถกรรมบ้านดอนเปา,"
                                        271/1  หมู่ 4  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0831561088 
                                    "
6-50-22-05/1-0060,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงสุกรบ้านใหม่สวรรค์,"
                                        327/2  หมู่ 7  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0871805392 
                                    "
6-50-22-05/1-0061,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตทางการเกษตรปันพร,"
                                        479  หมู่ 6  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0932415359 
                                    "
6-50-22-05/1-0062,วิสาหกิจชุมชนกลุ่มทอผ้าย้อมสีธรรมชาติตำบลดอนเปา,"
                                        64  หมู่ 2  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-05/1-0065,วิสาหกิจชุมชนกลุ่มสมุนไพรพื้นบ้านเหล่าป่าฝาง,"
                                        64  หมู่ 2  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-22-05/1-0067,วิสาหกิจชุมชนกลุ่มแปลงใหญ่ลำไยต.ดอนเปา อ.แม่วาง จ.เชียงใหม่,"
                                        123  หมู่ 4  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0964592732 
                                    "
6-50-22-05/1-0069,วิสาหกิจชุมชนสมุนไพรเชิงสุขภาพอำเภอแม่วาง,"
                                        170/2  หมู่ 3  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0935508222 
                                    "
6-50-22-05/1-0070,วิสาหกิจชุมชนปลูกและแปรรูปผลผลิตทางการเกษตรพืชสมุนไพร แม่วาง,"
                                        148/1  หมู่ 3  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0837829964 
                                    "
6-50-22-05/1-0071,วิสาหกิจชุมชนดอนเปารวมใจ,"
                                        134  หมู่ 4  ต.ดอนเปา  อ.แม่วาง  จ.เชียงใหม่ โทรศัพท์ 0989659261 
                                    "
